20141222183631,192.168.10.11,55254,192.168.10.2,5001,3,0.0-1.0,3014656,24117248
20141222183631,192.168.10.11,55257,192.168.10.2,5001,6,0.0-1.0,3145728,25165824
20141222183631,192.168.10.11,55255,192.168.10.2,5001,4,0.0-1.0,3145728,25165824
20141222183631,192.168.10.11,55256,192.168.10.2,5001,5,0.0-1.0,3145728,25165824
20141222183631,192.168.10.11,0,192.168.10.2,5001,-1,0.0-1.0,12451840,99614720
20141222183632,192.168.10.11,55257,192.168.10.2,5001,6,1.0-2.0,2883584,23068672
20141222183632,192.168.10.11,55255,192.168.10.2,5001,4,1.0-2.0,2883584,23068672
20141222183632,192.168.10.11,55254,192.168.10.2,5001,3,1.0-2.0,3014656,24117248
20141222183632,192.168.10.11,55256,192.168.10.2,5001,5,1.0-2.0,2883584,23068672
20141222183632,192.168.10.11,0,192.168.10.2,5001,-1,1.0-2.0,11665408,93323264
20141222183633,192.168.10.11,55254,192.168.10.2,5001,3,2.0-3.0,2883584,23068672
20141222183633,192.168.10.11,55256,192.168.10.2,5001,5,2.0-3.0,2883584,23068672
20141222183633,192.168.10.11,55257,192.168.10.2,5001,6,2.0-3.0,3014656,24117248
20141222183633,192.168.10.11,55255,192.168.10.2,5001,4,2.0-3.0,3014656,24117248
20141222183633,192.168.10.11,0,192.168.10.2,5001,-1,2.0-3.0,11796480,94371840
20141222183634,192.168.10.11,55256,192.168.10.2,5001,5,3.0-4.0,2883584,23068672
20141222183634,192.168.10.11,55257,192.168.10.2,5001,6,3.0-4.0,2883584,23068672
20141222183634,192.168.10.11,55254,192.168.10.2,5001,3,3.0-4.0,3014656,24117248
20141222183634,192.168.10.11,55255,192.168.10.2,5001,4,3.0-4.0,2883584,23068672
20141222183634,192.168.10.11,0,192.168.10.2,5001,-1,3.0-4.0,11665408,93323264
20141222183635,192.168.10.11,55257,192.168.10.2,5001,6,4.0-5.0,2883584,23068672
20141222183635,192.168.10.11,55255,192.168.10.2,5001,4,4.0-5.0,2883584,23068672
20141222183635,192.168.10.11,55254,192.168.10.2,5001,3,4.0-5.0,2883584,23068672
20141222183635,192.168.10.11,55256,192.168.10.2,5001,5,4.0-5.0,3014656,24117248
20141222183635,192.168.10.11,0,192.168.10.2,5001,-1,4.0-5.0,11665408,93323264
20141222183636,192.168.10.11,55256,192.168.10.2,5001,5,5.0-6.0,2883584,23068672
20141222183636,192.168.10.11,55257,192.168.10.2,5001,6,5.0-6.0,3014656,24117248
20141222183636,192.168.10.11,55255,192.168.10.2,5001,4,5.0-6.0,3014656,24117248
20141222183636,192.168.10.11,55254,192.168.10.2,5001,3,5.0-6.0,3014656,24117248
20141222183636,192.168.10.11,0,192.168.10.2,5001,-1,5.0-6.0,11927552,95420416
20141222183637,192.168.10.11,55257,192.168.10.2,5001,6,6.0-7.0,2883584,23068672
20141222183637,192.168.10.11,55255,192.168.10.2,5001,4,6.0-7.0,2883584,23068672
20141222183637,192.168.10.11,55254,192.168.10.2,5001,3,6.0-7.0,2883584,23068672
20141222183637,192.168.10.11,55256,192.168.10.2,5001,5,6.0-7.0,3014656,24117248
20141222183637,192.168.10.11,0,192.168.10.2,5001,-1,6.0-7.0,11665408,93323264
20141222183638,192.168.10.11,55257,192.168.10.2,5001,6,7.0-8.0,2883584,23068672
20141222183638,192.168.10.11,55254,192.168.10.2,5001,3,7.0-8.0,2883584,23068672
20141222183638,192.168.10.11,55256,192.168.10.2,5001,5,7.0-8.0,2883584,23068672
20141222183638,192.168.10.11,55255,192.168.10.2,5001,4,7.0-8.0,3014656,24117248
20141222183638,192.168.10.11,0,192.168.10.2,5001,-1,7.0-8.0,11665408,93323264
20141222183639,192.168.10.11,55256,192.168.10.2,5001,5,8.0-9.0,2883584,23068672
20141222183639,192.168.10.11,55257,192.168.10.2,5001,6,8.0-9.0,3014656,24117248
20141222183639,192.168.10.11,55255,192.168.10.2,5001,4,8.0-9.0,2883584,23068672
20141222183639,192.168.10.11,55254,192.168.10.2,5001,3,8.0-9.0,3014656,24117248
20141222183639,192.168.10.11,0,192.168.10.2,5001,-1,8.0-9.0,11796480,94371840
20141222183640,192.168.10.11,55257,192.168.10.2,5001,6,9.0-10.0,2883584,23068672
20141222183640,192.168.10.11,55257,192.168.10.2,5001,6,0.0-10.1,29622272,23569322
20141222183640,192.168.10.11,55255,192.168.10.2,5001,4,9.0-10.0,2883584,23068672
20141222183640,192.168.10.11,55255,192.168.10.2,5001,4,0.0-10.1,29622272,23551349
20141222183640,192.168.10.11,55254,192.168.10.2,5001,3,9.0-10.0,2883584,23068672
20141222183640,192.168.10.11,55254,192.168.10.2,5001,3,0.0-10.1,29622272,23535348
20141222183640,192.168.10.11,55256,192.168.10.2,5001,5,9.0-10.0,3014656,24117248
20141222183640,192.168.10.11,0,192.168.10.2,5001,-1,9.0-10.0,11665408,93323264
20141222183640,192.168.10.11,55256,192.168.10.2,5001,5,0.0-10.1,29622272,23489978
20141222183640,192.168.10.11,0,192.168.10.2,5001,-1,0.0-10.1,118489088,93959913
